CommitHash,Author,Date,Message,FilesChanged
4b9c546aa3f35fca6ca24945376fe7462bb007c4,Nate Prewitt,2025-07-28T12:09:42-07:00,"Merge pull request #6999 from psf/dependabot/github_actions/step-security/harden-runner-2.13.0

Bump step-security/harden-runner from 2.12.0 to 2.13.0",[]
7618dbef01d333f23ba4b9c4d97397b06dd89cb6,dependabot[bot],2025-07-28T19:01:25+00:00,"Bump step-security/harden-runner from 2.12.0 to 2.13.0

Bumps [step-security/harden-runner](https://github.com/step-security/harden-runner) from 2.12.0 to 2.13.0.
- [Release notes](https://github.com/step-security/harden-runner/releases)
- [Commits](https://github.com/step-security/harden-runner/compare/0634a2670c59f64b4a01f0f96f84700a4088b9f0...ec9f2d5744a09debf3a187a3f4f675c53b671911)

---
updated-dependencies:
- dependency-name: step-security/harden-runner
  dependency-version: 2.13.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",['.github/workflows/publish.yml']
2edca11103c1c27dd8b572dab544b7f48cf3b446,Nate Prewitt,2025-07-25T14:42:15-06:00,"Add support for Python 3.14 and drop support for Python 3.8 (#6993)

* Add testing for Python 3.14 preview build

* Add trove classifier for Python 3.14

* Remove support for Python 3.8","['.github/workflows/run-tests.yml', 'HISTORY.md', 'README.md', 'docs/community/faq.rst', 'docs/index.rst', 'setup.py', 'tox.ini']"
fec96cd5976ad763e45bac9a033d62cca1877a00,Abhishek Jha,2025-07-18T10:24:31-06:00,Update Makefile rules (#6996),['Makefile']
d58d8aa2f45c3575268d6d5250745ef69f9cf8b7,Quaylyn Rimer,2025-07-18T02:09:19+00:00,docs: clarify timeout parameter uses seconds in Session.request (#6994),['src/requests/sessions.py']
91a3eabd3dcc4d7f36dd8249e4777a90ef9b4305,dependabot[bot],2025-06-16T14:10:36-05:00,"Bump github/codeql-action from 3.28.5 to 3.29.0

Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.28.5 to 3.29.0.
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/f6091c0113d1dcf9b98e269ee48e8a7e51b7bdd4...ce28f5bb42b7a9f2c824e633a3f6ee835bab6858)

---
updated-dependencies:
- dependency-name: github/codeql-action
  dependency-version: 3.29.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",['.github/workflows/codeql-analysis.yml']
90fee0876aea97c639b3bf698d83a12876d2f160,Nate Prewitt,2025-06-13T10:42:08-06:00,Revert caching a default SSLContext (#6767),['src/requests/adapters.py']
8ff173b186f135670879db9fbe1e68a6b5209c89,AHMAD FAIZ,2025-06-10T07:40:33-05:00,"Clarify error description in cloning instructions

This clarifies the error description in the 'Cloning the repository' section of the README. The current wording mentions 'an error about a bad commit', which is somewhat vague. I've updated it to 'an error about a bad commit timestamp', which more accurately describes the nature of the error referenced in issue #2690.
This small change improves the clarity of the documentation, helping users better understand the potential issue they might encounter when cloning the repository and why they need to use the specified Git flag.",['README.md']
3f07f990ac74f1e1691ba17ef8c14007f05846ab,Jonas Fonseca,2025-06-09T21:54:25-05:00,Fix typo in documentation for verify,['src/requests/adapters.py']
e57b5bf05c4e39281b5547b1bd05a5074dc96df3,Ian Stapleton Cordasco,2025-06-09T21:32:45-05:00,"Add Trusted Publishing Release Workflow

Rather than rely on manual releases from a developer laptop, let's use
tag pushes to trigger a workflow to publish artifacts to PyPI. This will
leverage trusted publishing and upload attestations as well.","['.github/workflows/publish.yml', 'Makefile']"
021dc729f0b71a3030cefdbec7fb57a0e80a6cfd,Ian Stapleton Cordasco,2025-06-09T11:39:48-05:00,Polish up release tooling for last manual release,['Makefile']
821770e822a20a21b207b3907ea83878bda1d396,Ian Stapleton Cordasco,2025-06-09T11:39:48-05:00,Bump version and add release notes for v2.32.4,"['HISTORY.md', 'src/requests/__version__.py']"
59f8aa2adf1d3d06bcbf7ce6b13743a1639a5401,Piotr Szlazak,2025-06-08T12:47:55-05:00,Add netrc file search information to authentication documentation (#6876),"['docs/user/authentication.rst', 'docs/user/quickstart.rst']"
5b4b64c3467fd7a3c03f91ee641aaa348b6bed3b,Arthur Woimbée,2025-06-05T09:55:33-05:00,"Add more tests to prevent regression of CVE 2024 47081

Remove workaround not needed since py38 for os.path.expanduser.","['src/requests/utils.py', 'tests/test_utils.py']"
7bc45877a86192af77645e156eb3744f95b47dae,danigm,2025-06-05T06:21:46-05:00,"Add new test to check netrc auth leak (#6962)

This patch adds a new test that reproduces the security issue reported
here:
https://seclists.org/oss-sec/2025/q2/204

Doing a request to a malicious url with a prefix like ""domain.com:@""
will use the ""domain.com"" netrc credentials in the request to other
domain.",['tests/test_requests.py']
96ba401c1296ab1dda74a2365ef36d88f7d144ef,Nate Prewitt,2025-06-04T10:39:25-05:00,Only use hostname to do netrc lookup instead of netloc,['src/requests/utils.py']
7341690e842a23cf18ded0abd9229765fa88c4e2,Nate Prewitt,2025-06-01T11:07:17-07:00,Merge pull request #6951 from tswast/patch-1,[]
6716d7c9f29df636643fa2489f98890216525cb0,Tim Sweña,2025-06-01T09:03:51-05:00,remove links,"['docs/dev/contributing.rst', 'docs/user/advanced.rst']"
a7e1c745dc23c18e836febd672416ed0c5d8d8ae,Ian Stapleton Cordasco,2025-05-31T11:59:51-05:00,"Update docs/conf.py

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>",['docs/conf.py']
c799b8167a13416833ad3b4f3298261a477e826f,Tim Sweña (Swast),2025-05-21T11:08:05-05:00,docs: fix dead links to kenreitz.org,"['docs/conf.py', 'docs/dev/contributing.rst', 'docs/user/advanced.rst']"
c65c780849563c891f35ffc98d3198b71011c012,Robin,2025-05-03T11:39:14-05:00,"Add two more tests exercising the adapter (#6936)

Closes #6935",['tests/test_requests.py']
579cd9f23319ebc65b71613f59e2b7b37d67276d,Nate Prewitt,2025-05-01T21:54:57-05:00,Drop pypy 3.9 and add pypy 3.11 support,"['.github/workflows/run-tests.yml', 'HISTORY.md']"
c54d0347e24f38b40881f1e0a8bfc9fbce583298,Nate Prewitt,2025-04-28T10:36:20-07:00,Merge pull request #6939 from psf/dependabot/github_actions/actions/setup-python-5.6.0,[]
991f05dcd922b1c4036067cb0473abc17db3c806,dependabot[bot],2025-04-28T17:28:05+00:00,"Bump actions/setup-python from 5.5.0 to 5.6.0

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.5.0 to 5.6.0.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/8d9ed9ac5c53483de85588cdf95a591a75ab9f55...a26af69be951a213d495a4c3e4e4022e16d87065)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-version: 5.6.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
4ce9520a1cfa2e91abe5a923498f49e1fdb2e4ee,Robin,2025-04-23T07:44:05-05:00,"Update lint workflow to ubuntu-24.04

Ubuntu 20.04 was the old default and is no longer supported by GitHub Actions",['.github/workflows/lint.yml']
42a1dd640ca42ccfc22b00ba29d1bb0c3e51c9d2,Ian Stapleton Cordasco,2025-04-15T21:46:50-05:00,"Merge pull request #6924 from RichieB2B/rfc5280

Add key usage extension to test ca.crt",[]
c4c8e20289ab82edad55d2fc07b42cbf08ae1441,Nate Prewitt,2025-03-31T09:43:07-07:00,"Merge pull request #6925 from psf/dependabot/github_actions/actions/setup-python-5.5.0

Bump actions/setup-python from 5.4.0 to 5.5.0",[]
a5cb4284e18555d9e179f309356178410dbfdaf1,dependabot[bot],2025-03-31T16:31:10+00:00,"Bump actions/setup-python from 5.4.0 to 5.5.0

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.4.0 to 5.5.0.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/42375524e23c412d93fb67b49958b491fce71c38...8d9ed9ac5c53483de85588cdf95a591a75ab9f55)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
2019450b43511289d45c6b3e7376f2813e1c27b4,Richard van den Berg,2025-03-29T14:53:45+01:00,Add key usage extension to test ca.crt,"['tests/certs/expired/ca/ca.cnf', 'tests/certs/expired/ca/ca.crt']"
1764cc938efc3cc9720188dfa6c3852c45211aa0,Nate Prewitt,2025-02-20T10:43:13-08:00,"Merge pull request #6899 from duzhuoshanwai/main

Docs: Add quotes to prevent Zsh wildcard interpretation.",[]
e946665c5953ab40e6dbb29cc8c496ee625fdadd,duzhuoshanwai,2025-02-19T10:05:28+08:00,"Update advanced.rst

Add quotes to prevent Zsh wildcard interpretation.",['docs/user/advanced.rst']
8ba805fa93c3f0fc958b48bc136ed565d7c82872,Ian Stapleton Cordasco,2025-02-17T06:40:19-06:00,"Merge pull request #6897 from cjwatson/fix-test-certificates

Add CA constraint to test CA",[]
9ebebdef98a6aacfbedcf2ca61ba0eaecc2563f4,Colin Watson,2025-02-17T00:41:30+00:00,"Regenerate test certificates

Created using the following command with OpenSSL 3.4.0:

    for cert in expired mtls valid/server; do
        make -C tests/certs/$cert clean all
    done","['tests/certs/expired/ca/ca-private.key', 'tests/certs/expired/ca/ca.crt', 'tests/certs/expired/ca/ca.srl', 'tests/certs/expired/server/server.csr', 'tests/certs/expired/server/server.key', 'tests/certs/expired/server/server.pem', 'tests/certs/mtls/client/client.csr', 'tests/certs/mtls/client/client.key', 'tests/certs/mtls/client/client.pem', 'tests/certs/valid/server/server.csr', 'tests/certs/valid/server/server.key', 'tests/certs/valid/server/server.pem']"
507409661335bd3dd8a7e39f04d07b42e519becc,Colin Watson,2025-02-17T00:39:07+00:00,"Add CA constraint to test CA

Otherwise recent versions of OpenSSL reject it as an invalid CA
certificate (at least once the test certificates are regenerated).

Fixes: #6896",['tests/certs/expired/ca/ca.cnf']
1b7c37ef4e3db003cc52f09da9ab6b947054e245,Nate Prewitt,2025-02-13T08:49:49-08:00,Merge pull request #6529 from anupam-arista/patch-1,[]
5d31ddbf7b3f512dd3c61952d2c16e980a2b7dc1,anupam-arista,2025-02-12T17:58:07+05:30,"Update src/requests/models.py

Co-authored-by: Ian Stapleton Cordasco <graffatcolmingov@gmail.com>",['src/requests/models.py']
a2fd25ff34b66ef71b54dfc90e09a4e4152357f6,anupam-arista,2025-02-11T21:28:59+05:30,Update models.py,['src/requests/models.py']
d96f9982a276c73ab078b255c94397cf4d7f6cc2,anupam-arista,2025-02-11T21:25:29+05:30,"Update src/requests/models.py

Co-authored-by: Ian Stapleton Cordasco <graffatcolmingov@gmail.com>",['src/requests/models.py']
b25f2b5ec2a113d4b3a1e6311f617a015f4155f3,anupam-arista,2025-02-11T07:49:26+05:30,Merge branch 'psf:main' into patch-1,[]
f761e74a4d50d2e88d9e30e660494b36c9d630f8,Nate Prewitt,2025-02-10T13:13:26-08:00,"Merge pull request #6880 from jakobheine/td/remove-urlrequired-from-docs

docs(exceptions): Remove unused exception URLRequired from documentation",[]
f2a6ae5e3267f64c47059fd64e43c02e0891f523,Nate Prewitt,2025-02-03T08:58:57-08:00,"Merge pull request #6883 from psf/dependabot/github_actions/actions/setup-python-5.4.0

Bump actions/setup-python from 5.3.0 to 5.4.0",[]
11f63a330bc7b9026086e3d259f400f9c702b542,dependabot[bot],2025-02-03T16:27:40+00:00,"Bump actions/setup-python from 5.3.0 to 5.4.0

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.3.0 to 5.4.0.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/0b93645e9fea7318ecaed2b359559ac225c90a2b...42375524e23c412d93fb67b49958b491fce71c38)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
e361622fae03f08b16c48a0a1414a718d9d45d25,jakobheine,2025-02-01T19:42:06+00:00,"docs(exceptions): Remove unused exception URLRequired from documentation

The documentation previously listed `requests.URLRequired` as a valid
exception, suggesting it would be raised for invalid URLs. However,
this exception has been dead code since commit ab27027 (2012) and is
never actually raised.

Instead, invalid URLs raise `MissingSchema`, `InvalidSchema`, or
`InvalidURL`, none of which were documented. This commit removes
`URLRequired` from the documentation to reflect the actual behavior
and prevent confusion.

Signed-off-by: jakobheine <me@jakobheine.de>",['docs/api.rst']
fe0583ba49cf162e1a7fe35ae05de6a62b8372fa,Nate Prewitt,2025-01-27T09:39:35-08:00,"Merge pull request #6875 from psf/dependabot/github_actions/github/codeql-action-3.28.5

Bump github/codeql-action from 3.27.0 to 3.28.5",[]
8c36da656df15111c423975381f523e0b9db7326,dependabot[bot],2025-01-27T16:56:12+00:00,"Bump github/codeql-action from 3.27.0 to 3.28.5

Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.27.0 to 3.28.5.
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/662472033e021d55d94146f66f6058822b0b39fd...f6091c0113d1dcf9b98e269ee48e8a7e51b7bdd4)

---
updated-dependencies:
- dependency-name: github/codeql-action
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",['.github/workflows/codeql-analysis.yml']
b653d80ded3680dc3780557ded01e23074f7e6a4,anupam-arista,2024-12-13T05:08:45+05:30,Merge branch 'psf:main' into patch-1,[]
23540c93cac97c763fe59e843a08fa2825aa80fd,Ian Stapleton Cordasco,2024-11-10T10:18:36-06:00,"Merge pull request #6824 from psf/nateprewitt-patch-1

Remove old macOS runners",[]
ad959acfcfa77c3d9360a5f62df4a4789eed0fb3,Nate Prewitt,2024-11-09T22:50:30-07:00,Remove old macOS runners,['.github/workflows/run-tests.yml']
a6cf27a77f6f5dd6116096e95c16e7c1a616b419,Nate Prewitt,2024-11-02T13:13:02-07:00,"Update vulnerability disclosure process (#6820)

* Update contact point for Vulnerability disclosures

* Fix RedHat Contact

* Point vulnerabilities.rst to our .SECURITY file","['.github/SECURITY.md', 'docs/community/vulnerabilities.rst']"
ed0b1b58023276adc66615f3af9bee22d0d16e1b,Nate Prewitt,2024-10-28T10:24:23-06:00,"Merge pull request #6817 from psf/dependabot/github_actions/actions/setup-python-5.3.0

Bump actions/setup-python from 5.2.0 to 5.3.0",[]
1f16cffa436ca8635a4660199a055c6beb171a07,Nate Prewitt,2024-10-28T10:24:12-06:00,"Merge pull request #6818 from psf/dependabot/github_actions/github/codeql-action-3.27.0

Bump github/codeql-action from 3.26.0 to 3.27.0",[]
9787d0c09c0d771b97cb5d333f71e988b43d9ffc,dependabot[bot],2024-10-28T16:05:20+00:00,"Bump github/codeql-action from 3.26.0 to 3.27.0

Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.26.0 to 3.27.0.
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/eb055d739abdc2e8de2e5f4ba1a8b246daa779aa...662472033e021d55d94146f66f6058822b0b39fd)

---
updated-dependencies:
- dependency-name: github/codeql-action
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",['.github/workflows/codeql-analysis.yml']
26664fa57853e97717b0a72244d35eeadaac48d9,dependabot[bot],2024-10-28T16:05:11+00:00,"Bump actions/setup-python from 5.2.0 to 5.3.0

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.2.0 to 5.3.0.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/f677139bbe7f9c59b41e40162b753c062f5d49a3...0b93645e9fea7318ecaed2b359559ac225c90a2b)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
7335bbf480adc8e6aa88feb2022797a549a00aa3,Nate Prewitt,2024-09-30T10:32:21-07:00,"Merge pull request #6803 from psf/dependabot/github_actions/actions/checkout-4.2.0

Bump actions/checkout from 4.1.0 to 4.2.0",[]
0bff2d94e624651d02756e37e50af3cc1569abcf,dependabot[bot],2024-09-30T16:34:20+00:00,"Bump actions/checkout from 4.1.0 to 4.2.0

Bumps [actions/checkout](https://github.com/actions/checkout) from 4.1.0 to 4.2.0.
- [Release notes](https://github.com/actions/checkout/releases)
- [Changelog](https://github.com/actions/checkout/blob/main/CHANGELOG.md)
- [Commits](https://github.com/actions/checkout/compare/8ade135a41bc03ea155e62e844d188df1ea18608...d632683dd7b4114ad314bca15554477dd762a938)

---
updated-dependencies:
- dependency-name: actions/checkout
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/codeql-analysis.yml', '.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
1ae6fc3137a11e11565ed22436aa1e77277ac98c,Ian Stapleton Cordasco,2024-09-19T06:19:03-05:00,"Merge pull request #6802 from graingert/3.13

start testing on 3.13rc",[]
5984296b6a4cea1b20a6747127c335d95595e7d9,Thomas Grainger,2024-09-18T19:40:02+01:00,Update tox.ini,['tox.ini']
f519bbae3346b4bf0ff866e0659b7efbcf016eb1,Thomas Grainger,2024-09-18T19:14:19+01:00,add trove classifier for 3.13,['setup.py']
314e7c9c701ddbeb6c26ae357a132045709d47f1,Thomas Grainger,2024-09-18T16:36:43+01:00,upgrade to pytest-httpbin 2.1.0 final,"['requirements-dev.txt', 'setup.py']"
92f10cec5b3223e90c186b7a04306564cde050dc,Thomas Grainger,2024-09-18T15:04:53+01:00,upgrade to pytest-httpbin 2.1.0rc1,"['requirements-dev.txt', 'setup.py']"
83e67c448567cb78490e709925cc335567f656dd,Thomas Grainger,2024-09-18T15:04:08+01:00,use allow-prereleases: true instead of 3.13-dev,['.github/workflows/run-tests.yml']
0f5ef1be8cb33a28dec67728b8c7220b9c58d366,Thomas Grainger,2024-09-18T15:03:08+01:00,Merge branch 'main' of github.com:psf/requests into 3.13,[]
f12ccbef6d6b95564da8d22e280d28c39d53f0e9,Nate Prewitt,2024-09-02T10:37:44-07:00,Merge pull request #6797 from psf/dependabot/github_actions/actions/setup-python-5.2.0,[]
173890a48e9f064f0c034edf45109279d1d90a94,dependabot[bot],2024-09-02T16:56:26+00:00,"Bump actions/setup-python from 5.1.0 to 5.2.0

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.1.0 to 5.2.0.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/82c7e631bb3cdc910f68e0081d67478d79c6982d...f677139bbe7f9c59b41e40162b753c062f5d49a3)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
a3ce6f007597f14029e6b6f54676c34196aa050e,Nate Prewitt,2024-08-12T09:54:11-07:00,"Merge pull request #6787 from psf/dependabot/github_actions/github/codeql-action-3.26.0

Bump github/codeql-action from 3.25.0 to 3.26.0",[]
877892e67e22e25bd3cb0dec780bf45c0e67026e,dependabot[bot],2024-08-12T16:23:16+00:00,"Bump github/codeql-action from 3.25.0 to 3.26.0

Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.25.0 to 3.26.0.
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/df5a14dc28094dc936e103b37d749c6628682b60...eb055d739abdc2e8de2e5f4ba1a8b246daa779aa)

---
updated-dependencies:
- dependency-name: github/codeql-action
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",['.github/workflows/codeql-analysis.yml']
79b74ef704dc0d804937c0d015c5e9c3b02b79bd,Nate Prewitt,2024-07-29T18:44:13-07:00,Merge pull request #6757 from nateprewitt/urllib-1.x-tests,[]
15e1f17bb6f3f978787dd23da0268388148bc3d5,Branch Vincent,2024-07-29T08:49:17-05:00,remove setuptools test command,['setup.py']
01353d3b4afe3afa838f8f5c08e5f30a5b50cb05,Nate Prewitt,2024-07-23T04:28:03-07:00,Invert major version check,"['src/requests/compat.py', 'src/requests/utils.py', 'tests/test_requests.py']"
4e383642a9ebb82a67eaeed199d0fbbb31991e3c,Nate Prewitt,2024-07-18T10:20:38-07:00,Add conditional string encoding based on urllib3 major version,"['src/requests/compat.py', 'src/requests/utils.py', 'tests/test_requests.py']"
f8aa36b92d95e6d2f133489f39f9d5c2412f1bd9,Nate Prewitt,2024-07-01T18:08:04-07:00,Test on urllib3 1.26.x,['.github/workflows/run-tests.yml']
06d2a384418ed86effa2d804d32d4705b91c37eb,anupam-arista,2024-07-01T10:46:41+05:30,Merge branch 'psf:main' into patch-1,[]
0e322af87745eff34caffe4df68456ebc20d9068,Nate Prewitt,2024-05-29T08:36:10-07:00,v2.32.3,"['HISTORY.md', 'src/requests/__version__.py']"
e18879932287c2bf4bcee4ddf6ccb8a69b6fc656,Nate Prewitt,2024-05-29T08:23:39-07:00,Don't create default SSLContext if ssl module isn't present (#6724),['src/requests/adapters.py']
145b5399486b56e00250204f033441f3fdf2f3c9,Nate Prewitt,2024-05-24T14:37:06-07:00,Merge pull request #6716 from sigmavirus24/bug/6715,[]
b1d73ddb509a3a2d3e10744e85f9cdebdbde90f0,Nate Prewitt,2024-05-24T11:38:10-07:00,Don't use default SSLContext with custom poolmanager kwargs,['src/requests/adapters.py']
6badbac6e0d6b5a53872f26401761ad37a9002b8,Nate Prewitt,2024-05-24T11:38:06-07:00,Update HISTORY.md,['HISTORY.md']
2e1452234d8a3240aa27fc5fa5db93d53d799c25,Nate Prewitt,2024-05-23T11:51:07-07:00,Start testing on 3.13 beta,['.github/workflows/run-tests.yml']
a62a2d35d918baa8e793f7aa4fb41527644dfca5,Ian Stapleton Cordasco,2024-05-22T06:53:24-05:00,"Allow for overriding of specific pool key params

This re-enables the use case of providing a custom SSLContext via a
Transport Adapter as broken in #6655 and reported in #6715

Closes #6715","['HISTORY.md', 'src/requests/adapters.py']"
88dce9d854797c05d0ff296b70e0430535ef8aaf,Nate Prewitt,2024-05-21T11:49:22-07:00,v2.32.2,"['HISTORY.md', 'src/requests/__version__.py']"
c98e4d133ef29c46a9b68cd783087218a8075e05,Nate Prewitt,2024-05-21T09:41:18-07:00,"Merge pull request #6710 from nateprewitt/api_rename

Move _get_connection to get_connection_with_tls_context",[]
92075b330a30b9883f466a43d3f7566ab849f91b,Nate Prewitt,2024-05-21T09:28:30-07:00,Add deprecation warning,['src/requests/adapters.py']
aa1461b68aa73e2f6ec0e78c8853b635c76fd099,Nate Prewitt,2024-05-21T05:42:49-07:00,Move _get_connection to get_connection_with_tls_context,['src/requests/adapters.py']
970e8cec988421bd43da57350723b05c8ce8dc7e,Nate Prewitt,2024-05-20T15:02:29-07:00,v2.32.1,"['HISTORY.md', 'MANIFEST.in', 'src/requests/__version__.py']"
d6ebc4a2f1f68b7e355fb7e4dd5ffc0845547f9f,Nate Prewitt,2024-05-20T08:46:49-07:00,v2.32.0,"['HISTORY.md', 'src/requests/__version__.py']"
9a40d1277807f0a4f26c9a37eea8ec90faa8aadc,agubelu,2024-05-15T14:07:26-06:00,Avoid reloading root certificates to improve concurrent performance (#6667),['src/requests/adapters.py']
0c030f78d24f29a459dbf39b28b4cc765e2153d7,Ian Stapleton Cordasco,2024-05-14T19:15:19-05:00,"Merge pull request #6702 from nateprewitt/no_char_detection

Allow optional char detection dependencies in post-packaging",[]
555b870eb19d497ddb67042645420083ec8efb02,Nate Prewitt,2024-05-14T15:26:04-07:00,Allow character detection dependencies to be optional in post-packaging steps,"['.github/workflows/run-tests.yml', 'src/requests/__init__.py', 'src/requests/compat.py', 'src/requests/models.py', 'src/requests/packages.py']"
d6dded3f00afcf56a7e866cb0732799045301eb0,Ian Stapleton Cordasco,2024-05-12T16:33:47-05:00,"Merge pull request #6700 from franekmagiera/update-redirect-to-invalid-uri-test

Use an invalid URI that will not cause httpbin to throw 500",[]
bf24b7d8d17da34be720c19e5978b2d3bf94a53b,franekmagiera,2024-05-12T22:08:24+02:00,Use an invalid URI that will not cause httpbin to throw 500,['tests/test_requests.py']
2d5f54779ad174035c5437b3b3c1146b0eaf60fe,Nate Prewitt,2024-04-23T10:50:19-07:00,Pin 3.8 and 3.9 runners back to macos-13 (#6688),['.github/workflows/run-tests.yml']
f1bb07d39b74d6444e333879f8b8a3d9dd4d2311,Nate Prewitt,2024-04-15T11:01:39-06:00,"Merge pull request #6687 from psf/dependabot/github_actions/github/codeql-action-3.25.0

Bump github/codeql-action from 3.24.0 to 3.25.0",[]
60047ade64b0b882cbc94e047198818ab580911e,dependabot[bot],2024-04-15T16:40:35+00:00,"Bump github/codeql-action from 3.24.0 to 3.25.0

Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.24.0 to 3.25.0.
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/e8893c57a1f3a2b659b6b55564fdfdbbd2982911...df5a14dc28094dc936e103b37d749c6628682b60)

---
updated-dependencies:
- dependency-name: github/codeql-action
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",['.github/workflows/codeql-analysis.yml']
31ebb8102c00f8cf8b396a6356743cca4362e07b,Ian Stapleton Cordasco,2024-04-11T14:49:35-05:00,"Merge pull request #6682 from frenzymadness/pytest8

Fix compatibility with pytest 8",[]
cc23d1c6445d61c1e6905cae4861d6e3c3244274,Lumir Balhar,2024-04-11T21:10:36+02:00,"Fix compatibility with pytest 8

`pytest.warns(None)` has been deprecated in pytest 7.0.0
and it's no longer working in pytest 8.

Resolves: https://github.com/psf/requests/issues/6679","['requirements-dev.txt', 'tests/test_requests.py']"
0790ea4250bce844734f625a1a8b37d5581fd8cd,Nate Prewitt,2024-04-11T07:10:57-07:00,"Merge pull request #6680 from mbeijen/rfc9110

Add rfc9110 HTTP status code names",[]
e45b428960ff3927812fc9b555e2ac627ba95769,Michiel W. Beijen,2024-04-08T21:48:24+02:00,"Add rfc9110 HTTP status code names

RFC 9110 _HTTP Semantics_ obsoletes some earlier RFCs which defined HTTP
1.1. It adds some status codes that were previously only used for
WebDAV to HTTP _proper_ after making the names somewhat more generic.

See https://www.rfc-editor.org/rfc/rfc9110.html#name-changes-from-rfc-7231

This commit adds the http status code names from that RFC.",['src/requests/status_codes.py']
2a438c27b5a5828c8ea0dc958112eecffca70b12,Nate Prewitt,2024-04-01T10:36:47-07:00,"Merge pull request #6677 from psf/dependabot/github_actions/actions/setup-python-5.1.0

Bump actions/setup-python from 5.0.0 to 5.1.0",[]
